
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S6),2.22056,2.21979,164254,6.91105,4.20752,2.70353,-1.55828,100000
(S1; S7),2.25345,2.25226,169095,12.0024,7.08766,4.91477,-2.09999,100000
(S1; S8),2.1279,2.12742,150867,5.28945,3.90388,1.38557,-0.899349,100000
(S2; S3),2.33934,2.34033,182574,4.90973,1.29425,3.61548,1.69557,100000
(S2; S4),2.40632,2.40741,193189,0.670283,0.336059,0.334224,-0.519059,100000
(S2; S5),2.21879,2.21978,164253,5.20329,2.48461,2.71868,1.37949,100000
(S2; S6),2.36971,2.37012,187254,9.23931,5.04503,4.19427,1.65376,100000
(S2; S7),2.40253,2.40251,192405,6.66943,2.80456,3.86487,0.75571,100000
(S2; S8),2.27071,2.27138,171975,5.47405,0.657738,4.81631,1.54354,100000
(S3; S4),2.47375,2.47434,204081,3.87398,0.609271,3.26471,-1.15333,100000
(S3; S5),2.10262,2.10312,147439,2.79937,1.6497,1.14967,-0.101098,100000
(S3; S6),2.24534,2.24526,168041,3.20439,1.42913,1.77526,-0.329923,100000
(S3; S7),2.27625,2.27576,172640,3.92837,2.45023,1.47814,-1.05654,100000
(S3; S8),2.14936,2.14955,154020,0.680729,0.533634,0.147095,-0.364785,100000
(S4; S5),2.15671,2.15728,155133,2.7278,2.0202,0.707599,0.718593,100000
(S4; S6),2.30327,2.30325,176835,4.02964,3.06273,0.966915,0.751761,100000
(S4; S7),2.33776,2.33732,182104,2.66027,1.81677,0.843493,-0.657239,100000
(S4; S8),2.20719,2.20744,162428,0.689057,0.187634,0.501423,0.278017,100000
(S5; S6),2.50703,2.50701,209505,5.50322,2.01335,3.48987,-0.868614,100000
(S5; S7),2.34209,2.34164,182779,5.93027,2.45922,3.47105,-1.23304,100000
(S5; S8),2.21301,2.21325,163284,4.45845,1.57622,2.88223,0.317182,100000
(S6; S7),2.50254,2.50137,208565,4.65893,4.53545,0.123479,-0.327629,100000
(S6; S8),2.36444,2.36405,186292,3.44185,2.61258,0.829272,0.745452,100000
(S7; S8),2.75884,2.75789,253533,3.31783,2.16152,1.15631,1.02294,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45361,2.45356,200669,11.2868,7.38506,3.90172,0.333651,100000
(S1; S3),2.20048,2.20122,161522,14.7728,11.5422,3.23057,0.131543,100000
(S1; S4),2.26248,2.26194,170552,6.79782,4.96903,1.82879,-0.286244,100000
(S1; S5),2.09362,2.09363,146117,5.49059,2.88009,2.6105,-0.491607,100000
(S1; S6),2.23065,2.23039,165823,3.33207,1.04832,2.28375,0.42823,100000
(S1; S7),2.26209,2.26168,170510,5.29987,2.84317,2.4567,0.0198413,100000
(S1; S8),2.14564,2.14537,153426,7.89321,5.9958,1.89741,0.502818,100000
(S2; S3),2.3564,2.35742,185251,6.89315,6.53592,0.357233,0.257143,100000
(S2; S4),2.42079,2.42043,195286,2.69678,2.12126,0.575526,-0.556592,100000
(S2; S5),2.239,2.23922,167140,6.13052,0.631761,5.49876,-0.889025,100000
(S2; S6),2.387,2.38694,189918,2.78717,2.21933,0.567839,0.147412,100000
(S2; S7),2.4176,2.4174,194795,2.09256,1.56386,0.528701,-0.608803,100000
(S2; S8),2.29005,2.28998,174801,1.13184,0.882654,0.249186,0.36961,100000
(S3; S4),2.48739,2.48792,206332,18.2718,14.9316,3.34022,-0.827845,100000
(S3; S5),2.12119,2.12218,150126,6.55503,3.5285,3.02652,-1.21818,100000
(S3; S6),2.26207,2.26284,170688,9.02018,8.8733,0.146888,0.33791,100000
(S3; S7),2.28882,2.28946,174727,9.9318,9.59005,0.34175,0.0799346,100000
(S3; S8),2.17011,2.17084,157093,10.7977,9.61036,1.18735,0.739693,100000
(S4; S5),2.17689,2.17662,157926,7.09564,1.65503,5.44062,-1.14634,100000
(S4; S6),2.31847,2.3179,179091,4.05315,1.75247,2.30068,0.170175,100000
(S4; S7),2.34923,2.3485,183850,2.59255,0.391555,2.20099,-0.0783287,100000
(S4; S8),2.2262,2.22563,165117,3.69359,1.96185,1.73173,1.12107,100000
(S5; S6),2.52908,2.52908,213211,8.35472,1.55469,6.80003,1.30425,100000
(S5; S7),2.36119,2.36105,185821,8.74389,1.17635,7.56754,0.569217,100000
(S5; S8),2.23469,2.23467,166463,7.83119,2.56655,5.26465,1.48246,100000
(S6; S7),2.51886,2.5184,211413,2.8751,0.730641,2.14446,-0.614803,100000
(S6; S8),2.38482,2.38451,189533,4.19883,3.51882,0.680008,0.703667,100000
(S7; S8),2.76749,2.76697,255206,12.0425,5.8434,6.19914,1.6186,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44987,2.44943,199994,9.40891,6.2895,3.11941,-1.41735,100000
(S1; S3),2.20207,2.2014,161546,9.33181,5.7684,3.56342,-0.831164,100000
(S1; S4),2.2629,2.26282,170686,8.52742,3.81809,4.70933,-1.39709,100000
(S1; S5),2.08233,2.0836,144720,11.8792,6.94361,4.93561,-0.234706,100000
(S1; S6),2.23037,2.23099,165914,5.35971,5.00393,0.355784,0.062424,100000
(S1; S7),2.25724,2.25644,169721,5.57547,4.85953,0.715944,-0.0634808,100000
(S1; S8),2.13242,2.13242,151580,7.0089,3.92691,3.08199,-1.23662,100000
(S2; S3),2.35159,2.35044,184154,4.87092,1.13794,3.73298,-1.27159,100000
(S2; S4),2.41865,2.41811,194912,7.26343,1.41234,5.85109,-0.11967,100000
(S2; S5),2.22449,2.22542,165088,5.34098,4.20352,1.13746,0.706436,100000
(S2; S6),2.38254,2.38276,189254,3.89829,2.1742,1.72409,0.684045,100000
(S2; S7),2.41326,2.41196,193920,3.6485,0.785741,2.86276,1.25409,100000
(S2; S8),2.27926,2.27883,173106,4.36336,1.80939,2.55396,-0.193115,100000
(S3; S4),2.48567,2.48481,205811,2.87727,1.00456,1.87271,0.298957,100000
(S3; S5),2.11014,2.11077,148518,12.6019,5.2987,7.30316,0.685062,100000
(S3; S6),2.26045,2.26038,170316,9.65833,2.42317,7.23516,0.941961,100000
(S3; S7),2.28868,2.28716,174375,7.22876,0.197793,7.03096,1.33802,100000
(S3; S8),2.16212,2.16146,155735,5.80915,0.748325,5.06083,-0.288108,100000
(S4; S5),2.16985,2.17108,157124,9.09664,3.52054,5.57611,1.54195,100000
(S4; S6),2.326,2.32655,180431,7.35911,0.977086,6.38202,1.24748,100000
(S4; S7),2.35565,2.35472,184828,8.05964,0.924698,7.13494,0.992383,100000
(S4; S8),2.22303,2.22294,164721,9.24552,0.0953421,9.15018,-0.231699,100000
(S5; S6),2.51382,2.51603,211018,5.65281,1.69158,3.96124,-0.624602,100000
(S5; S7),2.35204,2.35263,184504,14.019,7.83745,6.18152,0.390932,100000
(S5; S8),2.2264,2.22774,165432,8.86756,3.8785,4.98906,-0.23554,100000
(S6; S7),2.52052,2.52032,211737,6.55829,4.22055,2.33773,0.107069,100000
(S6; S8),2.381,2.38165,189077,5.44013,1.13478,4.30535,-1.02163,100000
(S7; S8),2.76074,2.75977,253878,4.64168,3.64056,1.00112,-0.461883,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45046,2.45006,200096,8.21141,1.20966,7.00175,0.288609,100000
(S1; S3),2.19939,2.19862,161136,8.87297,0.660725,8.21225,0.26613,100000
(S1; S4),2.25661,2.25589,169638,10.7686,1.41709,9.35151,0.806144,100000
(S1; S5),2.08184,2.08167,144451,15.4921,1.05261,14.4395,-1.12178,100000
(S1; S6),2.23495,2.23546,166579,6.2314,2.37709,3.85431,-0.574991,100000
(S1; S7),2.2634,2.26383,170835,6.57414,2.50307,4.07107,-0.398174,100000
(S1; S8),2.14327,2.14339,153144,7.95752,1.79256,6.16496,-1.17806,100000
(S2; S3),2.35488,2.35402,184716,3.21918,1.29861,1.92057,-0.892976,100000
(S2; S4),2.41786,2.41704,194737,1.521,0.61008,0.910924,0.302489,100000
(S2; S5),2.22889,2.22866,165570,6.65618,2.99097,3.66521,-1.45556,100000
(S2; S6),2.39147,2.39197,190722,6.5726,4.77624,1.79635,-0.929497,100000
(S2; S7),2.42374,2.42416,195889,7.07479,2.92644,4.14835,-0.576868,100000
(S2; S8),2.29398,2.29408,175430,6.82008,0.964948,5.85514,-0.847557,100000
(S3; S4),2.48315,2.48184,205321,3.46066,0.87349,2.58717,0.769855,100000
(S3; S5),2.1144,2.11378,148941,4.68992,2.18482,2.50509,0.5772,100000
(S3; S6),2.26767,2.26773,171428,6.63383,5.76655,0.867276,-0.265981,100000
(S3; S7),2.29723,2.29721,175912,6.50368,5.44905,1.05463,0.109992,100000
(S3; S8),2.17308,2.17277,157369,5.23959,3.32806,1.91153,-0.422014,100000
(S4; S5),2.16712,2.16654,156471,6.25382,3.98169,2.27213,-1.21222,100000
(S4; S6),2.32528,2.3254,180257,8.15905,6.81155,1.3475,-1.10536,100000
(S4; S7),2.35936,2.3594,185563,7.56991,5.11479,2.45512,-0.575975,100000
(S4; S8),2.23228,2.23202,166067,6.94173,2.56065,4.38109,-0.70441,100000
(S5; S6),2.51715,2.51788,211329,7.23263,5.16271,2.06992,0.671009,100000
(S5; S7),2.35283,2.35343,184627,5.93359,4.88508,1.04851,0.951297,100000
(S5; S8),2.22624,2.22651,165248,4.20488,3.50123,0.703652,0.629153,100000
(S6; S7),2.52257,2.52399,212353,1.59197,1.25637,0.335595,0.557241,100000
(S6; S8),2.38801,2.38904,190252,3.48865,3.02212,0.466536,0.183152,100000
(S7; S8),2.76663,2.76772,255344,6.7812,2.29137,4.48983,-0.491936,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45625,2.45639,201131,6.9231,5.61005,1.31305,0.270522,100000
(S1; S3),2.20874,2.20878,162626,4.69207,3.77215,0.919923,-0.596154,100000
(S1; S4),2.26541,2.26545,171080,5.95815,5.89258,0.0655629,-0.107521,100000
(S1; S5),2.09042,2.09059,145693,4.91913,2.23478,2.68435,0.756033,100000
(S1; S6),2.22973,2.2297,165720,2.77383,0.629613,2.14422,0.132457,100000
(S1; S7),2.26253,2.26255,170643,7.51651,5.30091,2.2156,0.909993,100000
(S1; S8),2.14244,2.14217,152973,12.2635,10.0129,2.25062,1.06285,100000
(S2; S3),2.36433,2.36446,186356,1.25986,1.23605,0.0238164,0.0590122,100000
(S2; S4),2.42491,2.42505,196031,3.94182,3.53124,0.410586,-0.0580393,100000
(S2; S5),2.23609,2.23637,166717,4.77041,2.50073,2.26969,0.596017,100000
(S2; S6),2.38636,2.38642,189837,3.75302,2.13936,1.61366,0.465033,100000
(S2; S7),2.42266,2.42278,195665,2.83246,0.173792,2.65867,0.709836,100000
(S2; S8),2.29431,2.29412,175441,8.19045,2.93009,5.26036,1.22827,100000
(S3; S4),2.48994,2.48996,206666,4.68232,0.632547,4.04978,0.394973,100000
(S3; S5),2.12169,2.12187,150080,1.61552,0.608459,1.00706,0.00487742,100000
(S3; S6),2.26137,2.26134,170456,2.92903,1.52722,1.4018,-0.0681334,100000
(S3; S7),2.29847,2.29849,176107,4.63941,1.47345,3.16595,1.05267,100000
(S3; S8),2.17934,2.17908,158290,10.7274,4.94855,5.77885,1.79436,100000
(S4; S5),2.17528,2.17547,157758,1.58822,0.733739,0.854479,0.654266,100000
(S4; S6),2.31821,2.31818,179135,4.84156,3.19101,1.65055,0.175703,100000
(S4; S7),2.35608,2.35611,185047,4.95118,3.63023,1.32095,0.554605,100000
(S4; S8),2.23018,2.22991,165760,11.4346,7.69603,3.73853,1.50599,100000
(S5; S6),2.51654,2.51668,211124,3.06312,1.97356,1.08956,0.534072,100000
(S5; S7),2.35713,2.35732,185235,4.82286,4.06147,0.761395,-0.0902164,100000
(S5; S8),2.23229,2.23217,166092,10.7027,9.45654,1.24613,0.745606,100000
(S6; S7),2.5149,2.51485,210818,6.22192,3.86435,2.35756,-0.357812,100000
(S6; S8),2.38142,2.38107,188988,12.5328,9.0188,3.514,0.738977,100000
(S7; S8),2.76774,2.76739,255285,9.48058,5.51155,3.96903,0.7342,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.4433,2.44198,198778,8.64018,4.9076,3.73258,-0.19719,100000
(S1; S3),2.18948,2.18978,159840,4.66567,1.80883,2.85685,-0.271945,100000
(S1; S4),2.24254,2.24376,167818,3.85336,2.4062,1.44716,-0.725112,100000
(S1; S5),2.06327,2.06334,141920,7.89162,2.36576,5.52586,-1.56441,100000
(S1; S6),2.21852,2.21746,163911,11.8159,1.53957,10.2763,-2.33191,100000
(S1; S7),2.24688,2.24696,168298,3.04662,0.963205,2.08341,-0.669699,100000
(S1; S8),2.12235,2.12367,150336,1.46588,1.01966,0.44622,-0.438442,100000
(S2; S3),2.34063,2.33941,182436,15.9042,9.4702,6.434,0.624841,100000
(S2; S4),2.39794,2.39766,191632,12.7276,9.20203,3.52559,-0.0495883,100000
(S2; S5),2.2095,2.20811,162530,9.42543,1.67929,7.74615,-1.70222,100000
(S2; S6),2.37536,2.37267,187658,13.5996,0.863092,12.7365,-1.74023,100000
(S2; S7),2.40302,2.40152,192250,14.7392,8.69038,6.04879,-0.359123,100000
(S2; S8),2.27049,2.2704,171833,11.4015,8.46927,2.93219,-0.0808947,100000
(S3; S4),2.46582,2.4672,202904,4.42867,2.23275,2.19591,-0.54008,100000
(S3; S5),2.09232,2.09244,145951,6.81742,4.6203,2.19713,-0.715088,100000
(S3; S6),2.24369,2.24267,167660,9.89035,5.22658,4.66378,-1.77194,100000
(S3; S7),2.28088,2.281,173435,1.62336,0.410912,1.21245,-0.443716,100000
(S3; S8),2.15334,2.15471,154765,3.72375,3.05844,0.665308,-0.239795,100000
(S4; S5),2.13995,2.14094,152792,5.79275,2.47686,3.31589,-0.908755,100000
(S4; S6),2.30059,2.30047,176412,9.23417,6.32828,2.9059,-0.897723,100000
(S4; S7),2.33283,2.3339,181575,2.99429,2.8042,0.190094,-0.409062,100000
(S4; S8),2.20466,2.20697,162365,4.05399,3.57825,0.475734,-0.102762,100000
(S5; S6),2.50433,2.50293,208826,4.32922,3.84484,0.484385,0.163927,100000
(S5; S7),2.33482,2.3347,181699,8.60892,6.31557,2.29335,1.21653,100000
(S5; S8),2.20488,2.20606,162229,9.54724,6.21986,3.32738,0.975228,100000
(S6; S7),2.50351,2.50213,208692,6.7504,5.59853,1.15187,1.04203,100000
(S6; S8),2.36566,2.36574,186563,6.96947,5.90412,1.06535,0.309268,100000
(S7; S8),2.75918,2.76067,254045,6.99792,6.82625,0.171675,0.220534,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43173,2.4302,196865,5.2865,3.01477,2.27173,0.516272,100000
(S1; S3),2.16894,2.16931,156873,15.3417,11.4128,3.92891,0.827079,100000
(S1; S4),2.23669,2.23487,166496,8.70795,3.77658,4.93137,1.16993,100000
(S1; S5),2.06198,2.06125,141632,7.74373,3.51625,4.22748,0.793158,100000
(S1; S6),2.20714,2.20681,162338,7.85417,4.02422,3.82995,1.60034,100000
(S1; S7),2.2433,2.24121,167437,4.34199,1.1468,3.19519,1.70599,100000
(S1; S8),2.12225,2.12001,149817,3.43524,0.195175,3.24006,1.49742,100000
(S2; S3),2.32453,2.32637,180407,10.3421,9.51503,0.827053,0.708468,100000
(S2; S4),2.39664,2.39618,191395,7.67009,5.70708,1.96301,-0.232167,100000
(S2; S5),2.20786,2.20847,162581,5.03586,3.43678,1.59908,0.281457,100000
(S2; S6),2.36667,2.36779,186883,3.57251,1.44699,2.12552,0.0429233,100000
(S2; S7),2.40286,2.40213,192343,0.877016,0.627873,0.249143,0.340035,100000
(S2; S8),2.27303,2.27205,172076,3.45045,1.41193,2.03851,0.891032,100000
(S3; S4),2.4635,2.46499,202545,7.83942,5.17213,2.66729,-0.453053,100000
(S3; S5),2.07992,2.08212,144512,3.29487,2.01241,1.28245,1.07145,100000
(S3; S6),2.22824,2.23108,165932,11.6531,7.99572,3.65738,0.891659,100000
(S3; S7),2.26429,2.26539,171075,10.4307,8.4035,2.02716,0.546395,100000
(S3; S8),2.14482,2.14559,153462,13.4492,8.36253,5.08668,0.656904,100000
(S4; S5),2.14223,2.14239,153000,2.16649,0.8496,1.31689,-0.459042,100000
(S4; S6),2.30053,2.30121,176525,8.81466,6.92748,1.88718,0.220578,100000
(S4; S7),2.33514,2.33399,181591,10.2151,3.12872,7.08642,0.537676,100000
(S4; S8),2.21044,2.20907,162677,13.2783,2.44676,10.8315,1.11367,100000
(S5; S6),2.49961,2.50149,208587,9.85827,5.09988,4.75839,1.041,100000
(S5; S7),2.33275,2.33268,181384,6.8525,3.49238,3.36012,1.24979,100000
(S5; S8),2.20801,2.20766,162464,6.11193,2.76298,3.34896,1.3714,100000
(S6; S7),2.50242,2.50284,208812,4.43199,4.02741,0.404581,-0.619437,100000
(S6; S8),2.36786,2.36795,186911,4.5757,3.68649,0.889205,0.22534,100000
(S7; S8),2.75912,2.7571,253388,5.33894,1.48328,3.85566,0.352621,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45209,2.45174,200370,3.59796,1.29651,2.30145,0.122546,100000
(S1; S3),2.20207,2.20196,161624,2.22415,0.590263,1.63389,-0.396516,100000
(S1; S4),2.26007,2.26027,170299,7.03023,6.41897,0.611264,0.256611,100000
(S1; S5),2.07925,2.07905,144087,6.49744,3.77791,2.71953,-0.0367411,100000
(S1; S6),2.22262,2.22278,164701,8.49326,5.51044,2.98281,-1.13703,100000
(S1; S7),2.25983,2.25946,170175,3.10374,1.79039,1.31335,0.594205,100000
(S1; S8),2.13709,2.13683,152206,5.26652,4.38606,0.880456,0.063793,100000
(S2; S3),2.35743,2.35731,185233,5.18579,1.8626,3.32318,-0.193646,100000
(S2; S4),2.42153,2.42173,195495,5.53899,3.35506,2.18394,0.501252,100000
(S2; S5),2.23116,2.23093,165905,2.71181,1.66028,1.05153,-0.754831,100000
(S2; S6),2.38457,2.38473,189571,5.95283,2.87237,3.08045,-1.52329,100000
(S2; S7),2.41852,2.41811,194910,1.01643,0.32768,0.68875,0.714054,100000
(S2; S8),2.28882,2.28852,174580,3.18336,2.15095,1.03242,0.678026,100000
(S3; S4),2.47989,2.48033,205073,12.3975,9.589,2.80849,0.993213,100000
(S3; S5),2.1144,2.11439,149025,4.71653,3.40221,1.31432,0.650556,100000
(S3; S6),2.25662,2.25698,169803,7.5404,6.97206,0.56834,-0.692731,100000
(S3; S7),2.29242,2.29225,175150,3.78343,1.95513,1.8283,0.487988,100000
(S3; S8),2.1671,2.16703,156537,5.06406,3.79789,1.26617,0.157773,100000
(S4; S5),2.16989,2.17018,156991,1.72394,1.09801,0.625931,-0.608256,100000
(S4; S6),2.3169,2.31759,179043,2.21077,0.413046,1.79772,-1.26967,100000
(S4; S7),2.35563,2.35578,184992,4.4823,2.51662,1.96567,-0.456528,100000
(S4; S8),2.2275,2.22773,165427,3.21814,1.56059,1.65755,-0.368706,100000
(S5; S6),2.51599,2.51628,211059,5.19476,3.6114,1.58337,-1.04344,100000
(S5; S7),2.35549,2.3552,184901,1.95453,0.870716,1.08381,0.67092,100000
(S5; S8),2.23033,2.23015,165787,1.22772,0.0342532,1.19347,0.924769,100000
(S6; S7),2.51547,2.51558,210942,12.4706,3.90311,8.56753,2.21019,100000
(S6; S8),2.37873,2.37893,188647,11.5683,3.53782,8.03049,2.35618,100000
(S7; S8),2.76695,2.76654,255126,4.1638,2.94561,1.21819,0.351003,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45262,2.45252,200501,11.9908,4.63259,7.3582,1.24919,100000
(S1; S3),2.20884,2.20797,162506,0.765075,0.196565,0.56851,-0.284487,100000
(S1; S4),2.26284,2.26214,170578,2.66081,1.65174,1.00907,-0.296842,100000
(S1; S5),2.08704,2.08705,145198,5.78491,4.52173,1.26317,0.805641,100000
(S1; S6),2.23745,2.23684,166784,1.37239,0.407866,0.964521,0.486732,100000
(S1; S7),2.25874,2.2588,170077,6.96699,4.93302,2.03396,1.29408,100000
(S1; S8),2.14698,2.14704,153665,10.4834,5.07902,5.40434,2.02006,100000
(S2; S3),2.35761,2.35734,185240,9.22763,5.85179,3.37584,-1.24431,100000
(S2; S4),2.41898,2.4189,195038,8.61169,4.59065,4.02105,-2.00015,100000
(S2; S5),2.23152,2.23215,166087,5.04744,4.92589,0.12154,0.223842,100000
(S2; S6),2.39001,2.39003,190411,4.06636,2.07674,1.98963,-1.1529,100000
(S2; S7),2.41528,2.41602,194574,3.76449,1.40132,2.36317,-0.849151,100000
(S2; S8),2.29285,2.29355,175349,6.68332,1.70094,4.98238,-0.160792,100000
(S3; S4),2.48539,2.48443,205750,8.79773,3.71573,5.082,0.0115758,100000
(S3; S5),2.11906,2.11892,149666,8.95932,5.12047,3.83885,1.53936,100000
(S3; S6),2.27118,2.27041,171828,2.69966,0.982475,1.71718,1.05382,100000
(S3; S7),2.29806,2.29796,176026,7.99627,6.6656,1.33067,0.28441,100000
(S3; S8),2.18228,2.18218,158736,8.78225,6.46867,2.31358,1.20148,100000
(S4; S5),2.17469,2.17472,157654,13.0879,10.1794,2.90844,1.31776,100000
(S4; S6),2.32936,2.32876,180775,3.87848,1.80032,2.07817,0.719999,100000
(S4; S7),2.35458,2.35466,184820,10.0835,8.65347,1.43008,0.683292,100000
(S4; S8),2.23774,2.23782,166935,12.4106,8.62551,3.78506,1.62977,100000
(S5; S6),2.52081,2.52094,211842,8.95003,7.78339,1.16664,0.071484,100000
(S5; S7),2.3531,2.35393,184702,3.68602,2.44675,1.23927,-0.736917,100000
(S5; S8),2.23224,2.23302,166216,2.68956,2.12147,0.568086,-0.0429682,100000
(S6; S7),2.52368,2.52386,212332,5.37694,4.82301,0.55393,0.17364,100000
(S6; S8),2.39595,2.39612,191383,5.87673,4.61227,1.26445,0.528841,100000
(S7; S8),2.76817,2.7692,255617,7.32833,0.28384,7.04449,2.06562,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44885,2.44933,199977,7.33757,0.896441,6.44113,-0.65809,100000
(S1; S3),2.20103,2.20154,161565,2.06351,1.24907,0.814441,-0.27138,100000
(S1; S4),2.26101,2.2613,170452,3.94263,1.01301,2.92962,1.05113,100000
(S1; S5),2.08456,2.08375,144739,3.45774,1.82803,1.62971,-0.225962,100000
(S1; S6),2.23096,2.23153,165995,3.47857,1.76886,1.70971,0.804674,100000
(S1; S7),2.25716,2.25645,169726,2.50365,1.98796,0.515688,0.288116,100000
(S1; S8),2.1387,2.13827,152411,6.4718,2.01448,4.45732,1.53563,100000
(S2; S3),2.3517,2.35276,184520,3.68735,2.55194,1.13541,0.274452,100000
(S2; S4),2.41495,2.41581,194539,3.41146,0.810301,2.60115,1.00314,100000
(S2; S5),2.22855,2.22819,165498,2.80692,2.57041,0.236514,-0.481717,100000
(S2; S6),2.38355,2.3847,189561,1.79549,0.95779,0.837699,0.599023,100000
(S2; S7),2.4125,2.4123,193975,3.9753,2.71966,1.25565,-0.400272,100000
(S2; S8),2.28534,2.28541,174106,5.25035,1.93438,3.31597,0.865247,100000
(S3; S4),2.4842,2.48515,205869,5.14109,2.9954,2.14569,0.877119,100000
(S3; S5),2.11299,2.11272,148795,7.88952,5.63383,2.25569,-0.795596,100000
(S3; S6),2.26149,2.26266,170661,10.4715,4.18428,6.28724,0.332301,100000
(S3; S7),2.28755,2.28743,174417,9.36789,6.8733,2.49459,-0.795455,100000
(S3; S8),2.16743,2.16756,156616,8,6.23353,1.76647,-0.572253,100000
(S4; S5),2.16666,2.16615,156412,5.64518,2.22669,3.41849,-0.752918,100000
(S4; S6),2.3218,2.32277,179847,5.9267,3.1101,2.81661,0.204012,100000
(S4; S7),2.35014,2.34978,184053,5.34766,3.22396,2.1237,-1.28607,100000
(S4; S8),2.2283,2.22821,165500,3.81932,2.52043,1.29889,-0.327833,100000
(S5; S6),2.51743,2.51717,211210,8.54236,6.34853,2.19383,1.27662,100000
(S5; S7),2.34955,2.34797,183769,2.92745,0.336684,2.59076,0.180203,100000
(S5; S8),2.22589,2.22465,164974,3.67189,0.500137,3.17175,0.958106,100000
(S6; S7),2.51277,2.51271,210461,7.61334,4.04335,3.57,-0.265941,100000
(S6; S8),2.3795,2.37971,188773,9.05807,2.68801,6.37006,0.455482,100000
(S7; S8),2.76778,2.76646,255112,9.99206,0.479681,9.51238,0.744489,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44616,2.44658,199531,9.96879,2.41998,7.54882,-2.43523,100000
(S1; S3),2.19607,2.19604,160759,7.77965,1.34488,6.43477,-0.788841,100000
(S1; S4),2.25974,2.25934,170161,10.806,5.88076,4.92526,-1.97557,100000
(S1; S5),2.07648,2.07729,143845,3.50597,2.51973,0.986239,-0.0952024,100000
(S1; S6),2.22823,2.22829,165513,4.33836,3.41344,0.924915,0.0283192,100000
(S1; S7),2.25333,2.25375,169317,3.65545,1.73938,1.91607,-0.665794,100000
(S1; S8),2.13689,2.13705,152234,1.93806,1.07409,0.863968,-0.680455,100000
(S2; S3),2.34883,2.3487,183883,2.98732,0.774304,2.21301,1.33988,100000
(S2; S4),2.41638,2.41584,194548,7.40456,3.97696,3.4276,1.62909,100000
